Case_ID,Case Name,Bio,Env,Cog,Id,Sym,C,Φ,Q=C×Φ,Mode,Ω,Integration Type,I,Load,Tension,κ,Outcome,Out(t₀),Out(late),Template_Deficit,FR Risk,Rescue,Walls,Q_calc,Load_calc,Tension_calc,FR_rule,Rescue_rule,Q_ge_12_rule,Q_le_6_rule,Phi_eq_4_rule,Low_C_low_Phi_rule,PR_rule_candidate,Is_FR_t0,Is_FR_late,Is_CR_t0,Is_PR_t0,Is_Clean_CR_PR,Ext,Q_predicted,Tension_predicted,kappa_predicted,Regime_Predicted,Regime_Predicted_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated,Regime_Actual_Normalized,Regime_Predicted_Normalized,Match_Default,Regime_Predicted_TwoLaws_Strict_Normalized,Match_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated_Normalized,Match_TwoLaws_Calibrated,Match,FED_Substrate_Viable,Reboot_Quality,Q_rho,SC_closure,SC_portability,CID,ECC,ID,CAC,Frag_pre,SC_x_CID,SC_x_CAC,z,CL,AV,DD,Noise_pre_raw,Clarity_post_ordinal,Clarity_post_binary,ΔG,Gate_Effect
105,Henri Matisse,4,2,2,3,3,3,4,12,S,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9173605970593325,0.7928571428571429,0.5525,0.8571428571428571,0.4,0.9099999999999999,0.25,0.0125,0.6795918367346939,0.4955357142857143,0.8023380102040817,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
106,Henry David Thoreau,1,3,4,3,4,4,4,16,N,G,Growth/Global,3,15,11,1.0,CR,CR,CR,0,0,0,2,16,15,11,0,0,1,0,1,0,1,0,0,1,0,1,,16,-1,0.9375,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,1,1,0.9375943610043976,0.8764705882352941,0.6775,1.0,0.3,0.76,0.4,0.025,0.8764705882352941,0.6135294117647059,0.9032205882352942,3.0,0.0,0.0,3.0,3,1.0,1.9442892728847625,Clarified
107,Hildegard of Bingen,3,2,3,3,4,3,4,12,V,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9151565616555662,0.7700000000000001,0.6025,0.8,0.4,0.97,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.7927624999999999,0.0,0.0,0.0,0.0,3,0.0,4.686152822106315,Clarified
108,Ibn Khaldun,2,4,4,3,2,4,4,16,N,G,Growth/Global,4,15,11,1.0,PR,PR,PR,0,0,0,3,16,15,11,0,0,1,0,1,0,1,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9434429890209928,0.9264705882352942,0.74,1.0,0.19999999999999996,0.895,0.4,0.037500000000000006,0.9264705882352942,0.6485294117647059,0.9380955882352942,2.0,0.0,0.0,2.0,2,1.0,1.8582437892919468,Clarified
109,Ignatius of Loyola,3,3,2,4,4,4,4,16,T,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,3,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9384605565027303,0.9500000000000001,0.72,1.0,0.19999999999999996,0.8799999999999999,0.25,0.037500000000000006,0.9500000000000001,0.59375,0.9081875,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
110,Inanna,1,3,2,4,4,3,3,9,V,J,Journey/Transmission,4,14,11,0.56,SR,SR,SR,0,0,0,1,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,5,1.555555555555556,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8889467405742412,0.7071428571428572,0.7075,0.6428571428571429,0.4,0.9099999999999999,0.07500000000000001,0.0125,0.45459183673469394,0.38008928571428574,0.693342474489796,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
111,Isaac Newton,1,2,4,2,3,4,4,16,D,B,Biological/Individual,3,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9289172520315006,0.7700000000000001,0.525,1.0,0.4,0.82,0.4,0.0125,0.7700000000000001,0.539,0.856725,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
112,J.R.R. Tolkien,2,2,4,3,4,4,4,16,D,G,Growth/Global,4,15,11,1.0,SR,SR,SR,0,0,0,1,16,15,11,0,0,1,0,1,0,1,0,0,0,0,0,,16,-1,0.9375,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9454496633404569,0.8264705882352942,0.78,1.0,0.4,0.955,0.4,0.0125,0.8264705882352942,0.5785294117647058,0.950845588235294,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
113,Jacob Boehme,2,2,3,4,4,3,3,9,V,B,Biological/Individual,4,15,12,0.56,SR,SR,SR,0,0,0,2,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8759242664751155,0.74,0.5675,0.6,0.3,0.97,0.07500000000000001,0.025,0.444,0.39775,0.6514624999999999,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
114,James Baldwin,1,2,4,4,2,4,4,16,T,G,Growth/Global,4,13,9,1.0,MR,MR,MR,0,0,0,2,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9320281732898704,0.8368421052631579,0.72,1.0,0.3,0.8199999999999998,0.25,0.025,0.8368421052631579,0.5230263157894737,0.8727565789473684,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
115,James Joyce,2,2,4,3,3,4,4,16,D,G,Growth/Global,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,1,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9441241285301367,0.8055555555555556,0.78,1.0,0.4,0.955,0.4,0.0125,0.8055555555555556,0.5638888888888889,0.942375,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
116,James Lovelock,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9376966158149217,0.7547619047619049,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.9038035714285715,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
117,Jane Goodall,1,3,3,4,3,4,4,16,N,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9342839672452263,0.8055555555555556,0.74,1.0,0.4,0.835,0.25,0.0125,0.8055555555555556,0.5034722222222222,0.8848125,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
118,Jason Padgett,4,1,4,3,3,3,4,12,X,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,1,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9228898521951431,0.7700000000000001,0.6425000000000001,0.8,0.4,0.94,0.4,0.0125,0.6160000000000001,0.539,0.827425,0.0,0.0,0.0,0.0,3,0.0,4.686152822106315,Clarified
119,Jawaharlal Nehru,1,4,3,4,2,4,4,16,T,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9334152749131088,0.8555555555555555,0.72,1.0,0.3,0.8199999999999998,0.25,0.025,0.8555555555555555,0.5347222222222222,0.8801249999999999,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
120,Jean Dominique Bauby,4,2,3,3,3,3,4,12,S,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.910624782213122,0.7700000000000001,0.5525,0.8,0.4,0.9099999999999999,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.7737625,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
121,Jean Joseph Surin,2,3,2,4,4,2,3,6,V,L,Loss/Limitation,3,15,13,0.38,SR,SR,SR,0,0,0,1,6,15,13,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,9,2.5,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8096104932117847,0.6100000000000001,0.54,0.4,0.4,0.895,-0.07499999999999998,0.1625,0.24400000000000005,0.28212500000000007,0.48249375000000005,0.0,0.0,0.0,0.0,3,0.0,4.686152822106315,Clarified
122,Jean Paul Sartre,1,3,4,4,2,4,4,16,T,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9334152749131088,0.8555555555555555,0.72,1.0,0.3,0.8199999999999998,0.25,0.025,0.8555555555555555,0.5347222222222222,0.8801249999999999,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
123,Jill Bolte Taylor,4,1,2,3,3,3,3,9,X,J,Journey/Transmission,4,13,10,0.56,CR,CR,CR,0,0,0,1,9,13,10,0,0,0,0,0,0,0,0,0,1,0,1,,9,4,1.444444444444444,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,1,1,0.8990863354881602,0.726923076923077,0.7475,0.6923076923076923,0.4,0.94,0.07500000000000001,0.0125,0.5032544378698225,0.39072115384615386,0.7290379068047338,2.0,0.0,0.0,2.0,3,1.0,2.858243789291947,Clarified
124,Joan Didion,1,2,4,4,3,3,4,12,T,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9147072046429149,0.7928571428571429,0.5625,0.8571428571428571,0.4,0.8199999999999998,0.25,0.0125,0.6795918367346939,0.4955357142857143,0.7908380102040816,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
125,Joan of Arc,2,2,2,4,4,3,3,9,A,J,Journey/Transmission,4,14,11,0.56,MR,MR,MR,0,0,0,2,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.8824441424141735,0.7571428571428571,0.6475,0.6428571428571429,0.3,0.865,0.07500000000000001,0.025,0.48673469387755103,0.40696428571428567,0.6719272959183673,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
126,Johannes Kepler,1,2,4,2,3,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9403032584443721,0.7700000000000001,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.7700000000000001,0.539,0.9189750000000001,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
127,John Bunyan,1,4,3,4,4,3,4,12,V,J,Journey/Transmission,4,16,13,0.75,SR,SR,SR,0,0,0,2,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9119555942200419,0.8,0.7075,0.75,0.3,0.9099999999999999,0.25,0.025,0.6000000000000001,0.5,0.77925,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
128,John Lennon,1,2,3,4,4,3,3,9,H,G,Growth/Global,4,14,11,0.56,SR,SR,SR,0,0,0,2,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.8822105344178555,0.7571428571428571,0.7,0.6428571428571429,0.3,0.7899999999999999,0.07500000000000001,0.025,0.48673469387755103,0.40696428571428567,0.6711772959183673,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
129,John Maynard Keynes,1,3,4,2,2,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,2,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9406601037287823,0.8200000000000001,0.78,1.0,0.3,0.8949999999999999,0.4,0.025,0.8200000000000001,0.574,0.9211000000000001,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
130,John Milton,4,2,4,3,4,4,4,16,S,L,Loss/Limitation,4,17,13,1.0,SR,SR,SR,0,0,0,1,16,17,13,0,0,1,0,1,0,1,0,0,0,0,0,,16,1,1.0625,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9328504762969294,0.8264705882352942,0.5525,0.9411764705882353,0.4,0.9099999999999999,0.4,0.0125,0.7778546712802769,0.5785294117647058,0.8771076989619377,0.0,0.0,0.0,0.0,3,0.0,4.686152822106315,Clarified
131,John Nash,3,2,4,4,3,3,2,6,H,C,Chaos/Fragmentation,4,16,13,0.38,FR,FR,PR,0,1,0,2,6,16,13,1,0,0,1,0,0,0,1,0,0,0,0,,6,10,2.666666666666667,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,0,0,0.6174821872348747,0.65,0.35,0.375,0.3,0.85,-0.7,0.7250000000000001,0.24375000000000002,0.09750000000000002,0.15962500000000002,1.0,0.0,1.0,2.0,0,0.0,-0.14175621070805317,Steady
132,John Newton,2,3,2,4,4,3,4,12,T,G,Growth/Global,4,15,12,0.75,MR,MR,MR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9174570876443499,0.7700000000000001,0.72,0.8,0.4,0.8799999999999999,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.8027624999999999,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
133,John of Patmos,1,3,2,3,4,3,3,9,V,J,Journey/Transmission,4,13,10,0.56,SR,SR,SR,0,0,0,1,9,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,1.444444444444444,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8956326749969096,0.726923076923077,0.7075,0.6923076923076923,0.4,0.9099999999999999,0.07500000000000001,0.0125,0.5032544378698225,0.39072115384615386,0.7165379068047338,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
134,Joseph Smith,1,2,2,4,4,3,3,9,V,J,Journey/Transmission,4,13,10,0.56,MR,MR,MR,0,0,0,1,9,13,10,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9,4,1.444444444444444,MR,SR,MR,MR,MR,True,SR,False,MR,True,True,1,1,0.9037508629065358,0.726923076923077,0.8575,0.6923076923076923,0.4,0.9099999999999999,0.07500000000000001,0.0125,0.5032544378698225,0.39072115384615386,0.7465379068047336,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
135,Julian of Norwich,3,2,2,4,4,3,4,12,V,B,Biological/Individual,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9135117364271347,0.7700000000000001,0.5675,0.8,0.4,0.97,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.7857625,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
136,Katherine Johnson,1,2,4,2,2,4,4,16,D,G,Growth/Global,3,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9350608369134574,0.7547619047619049,0.7175,1.0,0.4,0.82,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.8890535714285714,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
137,Katherine Mansfield,4,2,3,3,3,3,4,12,S,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.910624782213122,0.7700000000000001,0.5525,0.8,0.4,0.9099999999999999,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.7737625,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
138,Katsushika Hokusai,2,2,3,3,4,4,4,16,N,L,Loss/Limitation,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9300161532254783,0.8055555555555556,0.5825,1.0,0.4,0.895,0.25,0.0125,0.8055555555555556,0.5034722222222222,0.8623125,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
139,King Ashoka,1,2,2,4,3,3,4,12,N,B,Biological/Individual,4,12,9,0.75,MR,MR,MR,0,0,0,2,12,12,9,0,0,1,0,1,0,0,0,0,0,0,0,,12,0,1.0,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9306117744880616,0.9,0.5475,1.0,0.3,0.835,0.25,0.025,0.9,0.5625,0.865375,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
140,Kurt Gödel,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9376966158149217,0.7547619047619049,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.9038035714285715,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
141,Kurt Vonnegut,2,4,3,4,3,3,4,12,T,G,Growth/Global,4,16,13,0.75,MR,MR,MR,0,0,0,2,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9114726464202524,0.8,0.72,0.75,0.3,0.8799999999999999,0.25,0.025,0.6000000000000001,0.5,0.7772499999999999,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
142,Lao Tzu,1,3,3,3,4,4,4,16,N,G,Growth/Global,4,14,10,1.0,CR,CR,CR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,1,0,1,,16,-2,0.875,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,1,1,0.9345711825137297,0.8555555555555555,0.74,1.0,0.3,0.835,0.25,0.025,0.8555555555555555,0.5347222222222222,0.886375,2.0,0.0,0.0,2.0,3,1.0,2.858243789291947,Clarified
143,Leo Tolstoy,1,1,4,4,3,4,4,16,N,B,Biological/Individual,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9234259408786415,0.786842105263158,0.5475,1.0,0.4,0.7750000000000001,0.25,0.0125,0.786842105263158,0.4917763157894738,0.8299440789473684,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
144,Leonardo da Vinci,1,2,4,2,3,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9403032584443721,0.7700000000000001,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.7700000000000001,0.539,0.9189750000000001,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
145,Leonhard Euler,4,1,4,2,2,4,4,16,S,L,Loss/Limitation,4,13,9,1.0,PR,PR,PR,0,0,0,2,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9325799955345108,0.8368421052631579,0.5525,1.0,0.3,0.8499999999999999,0.4,0.025,0.8368421052631579,0.5857894736842105,0.875671052631579,0.0,0.0,0.0,0.0,2,1.0,3.6861528221063153,Clarified
146,Linus Pauling,2,1,4,2,3,4,4,16,D,G,Growth/Global,3,12,8,1.0,PR,PR,PR,0,0,0,2,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9365558995718357,0.8200000000000001,0.7175,1.0,0.3,0.82,0.4,0.025,0.8200000000000001,0.574,0.89735,2.0,0.0,0.0,2.0,2,1.0,1.8582437892919468,Clarified
147,Louis Braille,4,2,3,3,2,4,4,16,S,L,Loss/Limitation,4,14,10,1.0,PR,PR,PR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,1,1,,16,-2,0.875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9292803828480241,0.8055555555555556,0.5525,1.0,0.4,0.9099999999999999,0.25,0.0125,0.8055555555555556,0.5034722222222222,0.8585625,1.0,0.0,0.0,1.0,2,1.0,2.7721983056991313,Clarified
148,Louis Pasteur,3,1,4,2,2,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,2,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9406601037287823,0.8200000000000001,0.78,1.0,0.3,0.8949999999999999,0.4,0.025,0.8200000000000001,0.574,0.9211000000000001,1.0,0.0,0.0,1.0,2,1.0,2.7721983056991313,Clarified
149,Ludwig Wittgenstein,1,2,4,3,3,4,4,16,D,G,Growth/Global,4,13,9,1.0,PR,PR,PR,0,0,0,2,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9417920831522804,0.8368421052631579,0.78,1.0,0.3,0.8949999999999999,0.4,0.025,0.8368421052631579,0.5857894736842105,0.9279210526315791,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
150,Lydwine of Schiedam,4,2,1,4,4,2,3,6,S,J,Journey/Transmission,4,15,13,0.38,SR,SR,SR,0,0,0,1,6,15,13,0,0,0,1,0,0,0,0,0,0,0,0,,6,9,2.5,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.817235856351143,0.6100000000000001,0.6575,0.4,0.4,0.8499999999999999,-0.07499999999999998,0.1625,0.24400000000000005,0.28212500000000007,0.49924375,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
151,Mahatma Gandhi,2,3,3,4,3,4,4,16,N,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,1,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9373881790880738,0.8264705882352942,0.74,1.0,0.4,0.895,0.25,0.0125,0.8264705882352942,0.5165441176470589,0.902047794117647,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
152,Malala Yousafzai,4,2,2,4,3,4,4,16,N,J,Journey/Transmission,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9357959334532273,0.8764705882352941,0.6875,1.0,0.3,0.895,0.25,0.025,0.8764705882352941,0.5477941176470589,0.8931102941176471,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
153,Malcolm X,2,4,3,4,3,4,4,16,T,B,Biological/Individual,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9311426170064185,0.9,0.5275,1.0,0.3,0.8799999999999999,0.25,0.025,0.9,0.5625,0.868125,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
154,Malidoma Somé,2,2,2,4,4,3,4,12,H,B,Biological/Individual,4,14,11,0.75,MR,MR,MR,0,0,0,2,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9132053521393102,0.8428571428571429,0.5075,0.8571428571428571,0.3,0.85,0.25,0.025,0.7224489795918367,0.5267857142857143,0.7844719387755101,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
155,Marco Polo,1,4,3,3,2,3,4,12,N,J,Journey/Transmission,3,13,10,0.75,MR,MR,MR,0,0,0,1,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9230037692699179,0.8192307692307693,0.625,0.9230769230769231,0.4,0.76,0.25,0.0125,0.7562130177514794,0.5120192307692308,0.8279589497041421,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
156,Marcus Aurelius,2,3,4,4,3,4,4,16,N,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,1,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9389997642944873,0.8500000000000001,0.74,1.0,0.4,0.895,0.25,0.0125,0.8500000000000001,0.53125,0.9113125000000001,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
157,Marie Curie,2,2,4,3,2,4,4,16,D,G,Growth/Global,4,13,9,1.0,PR,PR,PR,0,0,0,2,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9432546812575314,0.8368421052631579,0.78,1.0,0.3,0.955,0.4,0.025,0.8368421052631579,0.5857894736842105,0.936921052631579,2.0,0.0,0.0,2.0,2,1.0,1.8582437892919468,Clarified
158,Martha Graham,2,1,4,3,4,4,4,16,D,G,Growth/Global,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,1,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9426825784917164,0.8055555555555556,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.8055555555555556,0.5638888888888889,0.9333750000000001,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
