Case_ID,Case Name,Bio,Env,Cog,Id,Sym,C,Φ,Q=C×Φ,Mode,Ω,Integration Type,I,Load,Tension,κ,Outcome,Out(t₀),Out(late),Template_Deficit,FR Risk,Rescue,Walls,Q_calc,Load_calc,Tension_calc,FR_rule,Rescue_rule,Q_ge_12_rule,Q_le_6_rule,Phi_eq_4_rule,Low_C_low_Phi_rule,PR_rule_candidate,Is_FR_t0,Is_FR_late,Is_CR_t0,Is_PR_t0,Is_Clean_CR_PR,Ext,Q_predicted,Tension_predicted,kappa_predicted,Regime_Predicted,Regime_Predicted_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated,Regime_Actual_Normalized,Regime_Predicted_Normalized,Match_Default,Regime_Predicted_TwoLaws_Strict_Normalized,Match_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated_Normalized,Match_TwoLaws_Calibrated,Match,Domain,Reboot_Quality,Q_rho,SC,CID,ECC,ID,CAC,Frag,z
144,Leonardo da Vinci,1,2,4,2,3,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
145,Leonhard Euler,4,1,4,2,2,4,4,16,S,L,Loss/Limitation,4,13,9,1.0,PR,PR,PR,0,0,0,2,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
146,Linus Pauling,2,1,4,2,3,4,4,16,D,G,Growth/Global,3,12,8,1.0,PR,PR,PR,0,0,0,2,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
147,Louis Braille,4,2,3,3,2,4,4,16,S,L,Loss/Limitation,4,14,10,1.0,PR,PR,PR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,1,1,,16,-2,0.875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
148,Louis Pasteur,3,1,4,2,2,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,2,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
149,Ludwig Wittgenstein,1,2,4,3,3,4,4,16,D,G,Growth/Global,4,13,9,1.0,PR,PR,PR,0,0,0,2,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
150,Lydwine of Schiedam,4,2,1,4,4,2,3,6,S,J,Journey/Transmission,4,15,13,0.38,SR,SR,SR,0,0,0,1,6,15,13,0,0,0,1,0,0,0,0,0,0,0,0,,6,9,2.5,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.7755640142690734,0.4,0.4,0.8,0.95,0.7,0.1,0.62
151,Mahatma Gandhi,2,3,3,4,3,4,4,16,N,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,1,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
152,Malala Yousafzai,4,2,2,4,3,4,4,16,N,J,Journey/Transmission,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
153,Malcolm X,2,4,3,4,3,4,4,16,T,B,Biological/Individual,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
154,Malidoma Somé,2,2,2,4,4,3,4,12,H,B,Biological/Individual,4,14,11,0.75,MR,MR,MR,0,0,0,2,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8057859355516407,0.4,0.8571428571428571,0.8,0.95,0.7,0.1,0.7114285714285714
155,Marco Polo,1,4,3,3,2,3,4,12,N,J,Journey/Transmission,3,13,10,0.75,MR,MR,MR,0,0,0,1,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8098800203913294,0.4,0.9230769230769231,0.8,0.95,0.7,0.1,0.7246153846153847
156,Marcus Aurelius,2,3,4,4,3,4,4,16,N,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,1,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
157,Marie Curie,2,2,4,3,2,4,4,16,D,G,Growth/Global,4,13,9,1.0,PR,PR,PR,0,0,0,2,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
158,Martha Graham,2,1,4,3,4,4,4,16,D,G,Growth/Global,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,1,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
159,Martin Luther,2,3,4,4,3,4,4,16,T,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,1,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
160,Martin Luther King Jr.,2,2,3,4,3,4,4,16,A,J,Journey/Transmission,4,14,10,1.0,MR,MR,MR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
161,Mary Baker Eddy,4,2,3,4,4,3,3,9,V,J,Journey/Transmission,4,17,14,0.56,MR,MR,MR,0,0,0,2,9,17,14,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9,8,1.888888888888889,MR,SR,MR,MR,MR,True,SR,False,MR,True,True,atlas,1,0.7776051907174875,0.4,0.5294117647058824,0.7,0.95,0.7,0.1,0.6258823529411764
162,Mary Magdalene,1,2,2,4,4,3,3,9,V,B,Biological/Individual,4,13,10,0.56,SR,SR,SR,0,0,0,2,9,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,1.444444444444444,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.7952591619892629,0.4,0.6923076923076923,0.8,0.95,0.7,0.1,0.6784615384615386
163,Mary McLeod Bethune,1,3,3,4,3,4,4,16,T,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
164,Mary Shelley,1,2,4,3,4,4,4,16,D,J,Journey/Transmission,4,14,10,1.0,PR,PR,PR,0,0,0,2,16,14,10,0,0,1,0,1,0,1,0,0,0,1,1,,16,-2,0.875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
165,Max Planck,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
166,Maximilien Robespierre,1,3,3,4,3,2,2,4,A,C,Chaos/Fragmentation,4,14,12,0.25,FR,FR,FR,1,1,0,2,4,14,12,1,0,0,1,0,1,0,1,1,0,0,0,,4,10,3.5,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,atlas,0,0.5160658960546076,1.0,0.2857142857142857,0.5,0.6,-0.8,0.95,0.032142857142857195
167,Mechthild of Magdeburg,2,3,2,4,4,3,3,9,V,J,Journey/Transmission,4,15,12,0.56,SR,SR,SR,0,0,0,2,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.789181706522253,0.4,0.6,0.8,0.95,0.7,0.1,0.66
168,Meister Eckhart,1,2,4,4,4,4,4,16,N,G,Growth/Global,4,15,11,1.0,CR,CR,CR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,1,0,1,,16,-1,0.9375,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,atlas,1,0.6456563062257954,0.6,1.0,0.3,0.95,-0.3,0.7,0.30000000000000004
169,Michael Faraday,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
170,Miguel de Molinos,1,4,2,4,4,3,3,9,V,L,Loss/Limitation,4,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.789181706522253,0.4,0.6,0.8,0.95,0.7,0.1,0.66
171,Moses,1,3,2,4,4,4,4,16,A,J,Journey/Transmission,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
172,Mother Teresa,2,3,2,4,4,3,4,12,V,G,Growth/Global,4,15,12,0.75,MR,MR,MR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
173,Mozart,1,1,4,2,4,4,4,16,D,B,Biological/Individual,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
174,Muhammad,1,2,2,4,4,4,4,16,A,J,Journey/Transmission,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
175,Muhammad Ali,2,3,2,4,3,4,4,16,T,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
176,Nat Turner,1,4,2,4,3,2,1,2,V,C,Chaos/Fragmentation,4,14,12,0.12,FR,FR,FR,1,1,0,2,2,14,12,1,0,0,1,0,1,0,1,1,0,0,0,,2,12,7.0,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,atlas,0,0.5017857066934304,1.0,0.14285714285714285,0.5,0.6,-0.8,0.95,0.0035714285714286143
177,Naval Ravikant,1,1,4,3,3,3,4,12,N,G,Growth/Global,3,12,9,0.75,PR,PR,PR,0,0,0,2,12,12,9,0,0,1,0,1,0,1,0,0,0,1,1,,12,0,1.0,PR,MR,PR,PR,PR,True,MR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
178,NDE Survivors,4,1,1,4,4,3,3,9,X,J,Journey/Transmission,4,14,11,0.56,CR,CR,CR,0,0,0,2,9,14,11,0,0,0,0,0,0,0,0,0,1,0,1,,9,5,1.555555555555556,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,atlas,1,0.6311475235374322,0.6,0.6428571428571429,0.5,0.95,-0.3,0.7,0.26857142857142857
179,Nelson Mandela,2,4,3,4,2,4,4,16,N,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
180,Niccolò Machiavelli,2,4,4,3,2,4,4,16,T,G,Growth/Global,4,15,11,1.0,PR,PR,PR,0,0,0,2,16,15,11,0,0,1,0,1,0,1,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
181,Niels Bohr,1,1,4,2,3,4,4,16,N,G,Growth/Global,3,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
182,Nikola Tesla,2,1,4,3,4,4,3,12,V,L,Loss/Limitation,4,14,10,0.75,PR,PR,PR,0,0,0,2,12,14,10,0,0,1,0,0,0,1,0,0,0,1,1,,12,2,1.166666666666667,PR,MR,PR,PR,PR,True,MR,False,PR,True,True,atlas,1,0.7316199560257679,0.6,0.8571428571428571,0.6,0.95,0.1,0.4,0.5014285714285714
183,Noam Chomsky,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
184,Norbert Wiener,1,2,4,2,2,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
185,Oprah Winfrey,2,2,3,4,3,4,4,16,N,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
186,Oscar Wilde,2,4,4,4,3,3,4,12,T,L,Loss/Limitation,4,17,14,0.75,SR,SR,SR,0,0,0,2,12,17,14,0,0,1,0,1,0,0,0,0,0,0,0,,12,5,1.416666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.7895729082528943,0.4,0.7058823529411765,0.7,0.95,0.7,0.1,0.6611764705882354
187,Pablo Picasso,1,2,4,3,4,4,4,16,D,G,Growth/Global,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,1,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
188,Padre Pio,4,2,1,4,4,3,3,9,S,J,Journey/Transmission,4,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.789181706522253,0.4,0.6,0.8,0.95,0.7,0.1,0.66
189,Paramahansa Yogananda,1,2,2,4,4,4,4,16,N,G,Growth/Global,4,13,9,1.0,CR,CR,CR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,1,0,1,,16,-3,0.8125,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,atlas,1,0.6637386974043528,0.6,1.0,0.5,0.95,-0.3,0.7,0.3400000000000001
190,Philip K. Dick,2,2,4,4,4,3,2,6,V,L,Loss/Limitation,4,16,13,0.38,SR,SR,SR,0,0,0,3,6,16,13,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,10,2.666666666666667,SR,FR,SR,SR,SR,True,FR,False,SR,True,True,atlas,1,0.7738185742694538,0.4,0.375,0.8,0.95,0.7,0.1,0.6150000000000001
191,Phineas Gage,4,1,2,4,1,1,1,1,S,C,Chaos/Fragmentation,4,12,11,0.06,FR,FR,FR,1,1,0,1,1,12,11,1,0,0,1,0,1,0,1,1,0,0,0,,1,11,12.0,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,atlas,0,0.49583342978127143,1.0,0.08333333333333333,0.5,0.6,-0.8,0.95,-0.00833333333333336
192,Plato,1,2,4,4,4,4,4,16,T,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
193,Primo Levi,3,4,4,4,2,3,4,12,T,J,Journey/Transmission,4,17,14,0.75,MR,MR,MR,0,0,0,3,12,17,14,0,0,1,0,1,0,0,0,0,0,0,0,,12,5,1.416666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.7895729082528943,0.4,0.7058823529411765,0.7,0.95,0.7,0.1,0.6611764705882354
194,Pythagoras,1,3,4,3,4,4,4,16,N,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,1,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
195,Rachel Carson,2,2,4,3,2,4,4,16,D,G,Growth/Global,4,13,9,1.0,PR,PR,PR,0,0,0,2,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
196,Ram Dass,1,2,3,4,4,3,4,12,H,G,Growth/Global,4,14,11,0.75,CR,CR,CR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,1,0,1,,12,2,1.166666666666667,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,atlas,1,0.6508680818911454,0.6,0.8571428571428571,0.5,0.95,-0.3,0.7,0.3114285714285714
197,Ramakrishna,4,1,2,4,4,3,4,12,V,J,Journey/Transmission,4,15,12,0.75,CR,CR,CR,0,0,0,2,12,15,12,0,0,1,0,1,0,0,0,0,1,0,1,,12,3,1.25,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,atlas,1,0.6271477663131956,0.6,0.8,0.3,0.95,-0.3,0.7,0.26
198,Ramanujan,1,1,4,2,4,4,4,16,D,B,Biological/Individual,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
199,René Descartes,1,1,4,3,3,4,4,16,D,B,Biological/Individual,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
200,Richard Byrd,2,4,2,3,3,3,4,12,N,L,Loss/Limitation,3,14,11,0.75,MR,MR,MR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8057859355516407,0.4,0.8571428571428571,0.8,0.95,0.7,0.1,0.7114285714285714
201,Richard Lovelace,1,4,3,3,4,3,3,9,V,L,Loss/Limitation,3,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.789181706522253,0.4,0.6,0.8,0.95,0.7,0.1,0.66
202,Robert Schumann,4,2,3,4,4,2,2,4,S,C,Chaos/Fragmentation,3,17,15,0.25,SR,SR,SR,0,0,1,1,4,17,15,0,1,0,1,0,1,0,0,0,0,0,0,,4,13,4.25,SR,FR,SR,SR,SR,True,FR,False,SR,True,True,atlas,1,0.7491563080954149,0.4,0.23529411764705882,0.7,0.85,0.7,0.1,0.5470588235294118
203,Robert Stroud,1,4,3,3,2,3,4,12,N,L,Loss/Limitation,3,13,10,0.75,PR,PR,PR,0,0,0,1,12,13,10,0,0,1,0,1,0,0,0,0,0,1,1,,12,1,1.083333333333333,PR,MR,PR,PR,PR,True,MR,False,PR,True,True,atlas,1,0.7367667372282013,0.6,0.9230769230769231,0.6,0.95,0.1,0.4,0.5146153846153846
204,Rosa Parks,1,2,2,4,3,4,4,16,A,J,Journey/Transmission,4,12,8,1.0,MR,MR,MR,0,0,0,1,16,12,8,0,0,1,0,1,0,0,0,0,0,0,0,,16,-4,0.75,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
205,Rosalind Franklin,1,2,4,2,2,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
206,Rumi,1,2,2,4,4,4,4,16,H,B,Biological/Individual,4,13,9,1.0,CR,CR,CR,0,0,0,2,16,13,9,0,0,1,0,1,0,0,0,0,1,0,1,,16,-3,0.8125,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,atlas,1,0.6637386974043528,0.6,1.0,0.5,0.95,-0.3,0.7,0.3400000000000001
207,Sarah Bernhardt,4,2,2,3,3,3,4,12,S,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8057859355516407,0.4,0.8571428571428571,0.8,0.95,0.7,0.1,0.7114285714285714
208,Shams Tabrizi,1,2,2,4,4,4,4,16,H,J,Journey/Transmission,4,13,9,1.0,CR,CR,CR,0,0,0,2,16,13,9,0,0,1,0,1,0,0,0,0,1,0,1,,16,-3,0.8125,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,atlas,1,0.6637386974043528,0.6,1.0,0.5,0.95,-0.3,0.7,0.3400000000000001
209,Sheikh Ahmed Bamba,1,4,2,4,4,3,4,12,V,J,Journey/Transmission,4,15,12,0.75,MR,MR,MR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
210,Shoko Asahara,3,2,2,4,2,1,1,1,V,C,Chaos/Fragmentation,4,13,12,0.06,FR,FR,FR,1,1,0,2,1,13,12,1,0,0,1,0,1,0,1,1,0,0,0,,1,12,13.0,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,atlas,0,0.4951924558528881,1.0,0.07692307692307693,0.5,0.6,-0.8,0.95,-0.009615384615384637
211,Simone de Beauvoir,1,2,4,4,2,4,4,16,T,G,Growth/Global,4,13,9,1.0,MR,MR,MR,0,0,0,2,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
212,Simone Weil,2,2,4,4,4,4,4,16,N,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
213,Sitting Bull,1,3,2,4,4,3,4,12,V,J,Journey/Transmission,4,14,11,0.75,MR,MR,MR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8057859355516407,0.4,0.8571428571428571,0.8,0.95,0.7,0.1,0.7114285714285714
214,Socrates,1,2,4,4,3,4,4,16,A,L,Loss/Limitation,4,14,10,1.0,MR,MR,MR,0,0,0,3,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
215,Sojourner Truth,2,3,3,4,3,4,4,16,A,B,Biological/Individual,4,15,11,1.0,MR,MR,MR,0,0,0,1,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
216,St. Anthony,1,4,2,4,4,3,4,12,V,J,Journey/Transmission,4,15,12,0.75,CR,CR,CR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,1,0,1,,12,3,1.25,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,atlas,1,0.6271477663131956,0.6,0.8,0.3,0.95,-0.3,0.7,0.26
